molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,smiles,organism
CHEMBL3798268,CHEMBL3797017,IC50,1576.0,nM,CN(C)c1cccc(C(=O)NO)c1,schistosoma_mansoni
CHEMBL3800299,CHEMBL3797017,IC50,3630.0,nM,O=C(NO)c1cccc(NC2CCCCC2)c1,schistosoma_mansoni
CHEMBL3799897,CHEMBL3797017,IC50,1080.0,nM,O=C(NO)c1cccc(NCc2ccccc2)c1,schistosoma_mansoni
CHEMBL3798599,CHEMBL3797017,IC50,393.6,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc([N+](=O)[O-])cc2)c1,schistosoma_mansoni
CHEMBL3800615,CHEMBL3797017,IC50,234.7,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2)c1,schistosoma_mansoni
CHEMBL3799183,CHEMBL3797017,IC50,979.1,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Oc3ccccc3)cc2)c1,schistosoma_mansoni
CHEMBL3798027,CHEMBL3797017,IC50,396.4,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(Oc3ccccc3)c2)c1,schistosoma_mansoni
CHEMBL3797939,CHEMBL3797017,IC50,378.1,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(OCc3ccccc3)c2)c1,schistosoma_mansoni
CHEMBL3797455,CHEMBL3797017,IC50,147.1,nM,COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1,schistosoma_mansoni
CHEMBL3799265,CHEMBL3797017,IC50,182.7,nM,COc1ccc(C(=O)NO)cc1NC(=O)Cc1ccccc1,schistosoma_mansoni
CHEMBL3800394,CHEMBL612893,EC50,16100.0,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,130.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,2700.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,3800.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,5100.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,23500.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,11900.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,11500.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,9900.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,EC50,17400.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL490,CHEMBL612893,IC50,2500.0,nM,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,300.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,660.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,110.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,120.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL976,CHEMBL612893,EC50,130.0,nM,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,schistosoma_mansoni
CHEMBL3637915,CHEMBL612893,IC50,1400.0,nM,c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,schistosoma_mansoni
CHEMBL3637916,CHEMBL612893,IC50,6600.0,nM,COc1ccc(-c2nnc3ccc(-c4cccc(C(C)C)c4)cn23)cc1OC,schistosoma_mansoni
CHEMBL3637917,CHEMBL612893,IC50,6700.0,nM,COc1ccc(-c2cnc3cnc(-c4cccc(OC(C)C)c4)cn23)cc1,schistosoma_mansoni
CHEMBL3637918,CHEMBL612893,IC50,500.0,nM,c1ccc(-c2[nH]c3ccccc3c2C(c2ccccn2)N2CCCC2)cc1,schistosoma_mansoni
CHEMBL3637919,CHEMBL612893,IC50,6700.0,nM,Cc1ccccc1C(=O)N1N=C(Nc2ccccc2)SC1(C)C,schistosoma_mansoni
CHEMBL3637922,CHEMBL612893,IC50,290.0,nM,CS(=O)(=O)c1ccc(C(=O)N(CC2CCCO2)c2nc3ccccc3s2)cc1[N+](=O)[O-],schistosoma_mansoni
CHEMBL3637924,CHEMBL612893,IC50,3360.0,nM,COc1ccc(-c2onc(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1,schistosoma_mansoni
CHEMBL3637915,CHEMBL612893,IC50,2100.0,nM,c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,schistosoma_mansoni
CHEMBL3637916,CHEMBL612893,IC50,4000.0,nM,COc1ccc(-c2nnc3ccc(-c4cccc(C(C)C)c4)cn23)cc1OC,schistosoma_mansoni
CHEMBL3637917,CHEMBL612893,IC50,5700.0,nM,COc1ccc(-c2cnc3cnc(-c4cccc(OC(C)C)c4)cn23)cc1,schistosoma_mansoni
CHEMBL3637918,CHEMBL612893,IC50,2500.0,nM,c1ccc(-c2[nH]c3ccccc3c2C(c2ccccn2)N2CCCC2)cc1,schistosoma_mansoni
CHEMBL3637919,CHEMBL612893,IC50,5800.0,nM,Cc1ccccc1C(=O)N1N=C(Nc2ccccc2)SC1(C)C,schistosoma_mansoni
CHEMBL3637920,CHEMBL612893,IC50,3800.0,nM,Cc1[nH]c2ccccc2c1C(c1cccs1)N1CCN(C)CC1,schistosoma_mansoni
CHEMBL3637921,CHEMBL612893,IC50,3700.0,nM,CNc1nnc(Sc2cnn(-c3ccccc3)c(=O)c2Cl)s1,schistosoma_mansoni
CHEMBL3637922,CHEMBL612893,IC50,3220.0,nM,CS(=O)(=O)c1ccc(C(=O)N(CC2CCCO2)c2nc3ccccc3s2)cc1[N+](=O)[O-],schistosoma_mansoni
CHEMBL3637923,CHEMBL612893,IC50,4050.0,nM,Cc1nn(C(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1Sc1ncccn1,schistosoma_mansoni
CHEMBL3637924,CHEMBL612893,IC50,7020.0,nM,COc1ccc(-c2onc(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1,schistosoma_mansoni
CHEMBL3637925,CHEMBL612893,IC50,3880.0,nM,Cc1cc(OCC(=O)Nc2ccc(C(C)C)cc2)n(C)c(=O)c1C#N,schistosoma_mansoni
CHEMBL3637915,CHEMBL612893,IC50,3700.0,nM,c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,schistosoma_mansoni
CHEMBL3637916,CHEMBL612893,IC50,1600.0,nM,COc1ccc(-c2nnc3ccc(-c4cccc(C(C)C)c4)cn23)cc1OC,schistosoma_mansoni
CHEMBL3637917,CHEMBL612893,IC50,4900.0,nM,COc1ccc(-c2cnc3cnc(-c4cccc(OC(C)C)c4)cn23)cc1,schistosoma_mansoni
CHEMBL3637918,CHEMBL612893,IC50,3200.0,nM,c1ccc(-c2[nH]c3ccccc3c2C(c2ccccn2)N2CCCC2)cc1,schistosoma_mansoni
CHEMBL3637919,CHEMBL612893,IC50,5300.0,nM,Cc1ccccc1C(=O)N1N=C(Nc2ccccc2)SC1(C)C,schistosoma_mansoni
CHEMBL3637920,CHEMBL612893,IC50,7200.0,nM,Cc1[nH]c2ccccc2c1C(c1cccs1)N1CCN(C)CC1,schistosoma_mansoni
CHEMBL3637922,CHEMBL612893,IC50,4800.0,nM,CS(=O)(=O)c1ccc(C(=O)N(CC2CCCO2)c2nc3ccccc3s2)cc1[N+](=O)[O-],schistosoma_mansoni
CHEMBL3637923,CHEMBL612893,IC50,2000.0,nM,Cc1nn(C(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1Sc1ncccn1,schistosoma_mansoni
CHEMBL3637924,CHEMBL612893,IC50,5300.0,nM,COc1ccc(-c2onc(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1,schistosoma_mansoni
CHEMBL3637925,CHEMBL612893,IC50,7200.0,nM,Cc1cc(OCC(=O)Nc2ccc(C(C)C)cc2)n(C)c(=O)c1C#N,schistosoma_mansoni
CHEMBL1802608,CHEMBL612893,IC50,430.0,nM,Cn1ncc2c(N3CCOCC3)nc(NCCc3c[nH]c4ccccc34)nc21,schistosoma_mansoni
CHEMBL3637915,CHEMBL612893,IC50,270.0,nM,c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,schistosoma_mansoni
CHEMBL3637916,CHEMBL612893,IC50,5690.0,nM,COc1ccc(-c2nnc3ccc(-c4cccc(C(C)C)c4)cn23)cc1OC,schistosoma_mansoni
CHEMBL3637917,CHEMBL612893,IC50,1180.0,nM,COc1ccc(-c2cnc3cnc(-c4cccc(OC(C)C)c4)cn23)cc1,schistosoma_mansoni
CHEMBL3637918,CHEMBL612893,IC50,510.0,nM,c1ccc(-c2[nH]c3ccccc3c2C(c2ccccn2)N2CCCC2)cc1,schistosoma_mansoni
CHEMBL3637920,CHEMBL612893,IC50,290.0,nM,Cc1[nH]c2ccccc2c1C(c1cccs1)N1CCN(C)CC1,schistosoma_mansoni
CHEMBL3637921,CHEMBL612893,IC50,150.0,nM,CNc1nnc(Sc2cnn(-c3ccccc3)c(=O)c2Cl)s1,schistosoma_mansoni
CHEMBL4098142,CHEMBL612893,IC50,5000.0,nM,C=C(C)CCC(C[C@H]1C[C@@]2(C/C=C/C)C(=O)C(CC=C(C)C)=C(O)[C@@](C(=C)c3ccc(O)c(O)c3)(C2=O)C1(C)C)C(=C)C,schistosoma_mansoni
CHEMBL2094337,CHEMBL3797017,IC50,4365.16,nM,O=C(NO)c1sc2ccccc2c1Cl,schistosoma_mansoni
CHEMBL178727,CHEMBL3797017,IC50,50118.72,nM,O=C(CS)NCCCCCC(=O)Nc1ccccc1,schistosoma_mansoni
CHEMBL26158,CHEMBL3797017,IC50,12022.64,nM,CN(C)c1ccc(C(=O)NCC2CCC(C(=O)NO)CC2)cc1,schistosoma_mansoni
CHEMBL3799897,CHEMBL3797017,IC50,1071.52,nM,O=C(NO)c1cccc(NCc2ccccc2)c1,schistosoma_mansoni
CHEMBL3800299,CHEMBL3797017,IC50,3630.78,nM,O=C(NO)c1cccc(NC2CCCCC2)c1,schistosoma_mansoni
CHEMBL4078503,CHEMBL3797017,IC50,1584.89,nM,CN(C)Nc1cccc(C(=O)NO)c1,schistosoma_mansoni
CHEMBL4059997,CHEMBL3797017,IC50,9332.54,nM,O=C(NO)c1cccc(NN(Cc2ccccc2)Cc2ccccc2)c1,schistosoma_mansoni
CHEMBL3797597,CHEMBL3797017,IC50,117.49,nM,Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,schistosoma_mansoni
CHEMBL3798870,CHEMBL3797017,IC50,190.55,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,schistosoma_mansoni
CHEMBL3798925,CHEMBL3797017,IC50,177.83,nM,O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2)c1,schistosoma_mansoni
CHEMBL3797843,CHEMBL3797017,IC50,67.61,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccccc2)c1,schistosoma_mansoni
CHEMBL3800411,CHEMBL3797017,IC50,151.36,nM,O=C(NO)c1ccc(Br)c(NC(=O)c2ccccc2)c1,schistosoma_mansoni
CHEMBL3799728,CHEMBL3797017,IC50,138.04,nM,O=C(NO)c1ccc(C(F)(F)F)c(NC(=O)c2ccccc2)c1,schistosoma_mansoni
CHEMBL3798028,CHEMBL3797017,IC50,128.82,nM,CCOc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,schistosoma_mansoni
CHEMBL3800394,CHEMBL3797017,IC50,75.86,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,schistosoma_mansoni
CHEMBL3799297,CHEMBL3797017,IC50,107.15,nM,COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2OC)cc1,schistosoma_mansoni
CHEMBL3798503,CHEMBL3797017,IC50,144.54,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)cc1,schistosoma_mansoni
CHEMBL3799265,CHEMBL3797017,IC50,181.97,nM,COc1ccc(C(=O)NO)cc1NC(=O)Cc1ccccc1,schistosoma_mansoni
CHEMBL3797455,CHEMBL3797017,IC50,147.91,nM,COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1,schistosoma_mansoni
CHEMBL3798599,CHEMBL3797017,IC50,398.11,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc([N+](=O)[O-])cc2)c1,schistosoma_mansoni
CHEMBL3797232,CHEMBL3797017,IC50,190.55,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2Cl)c1,schistosoma_mansoni
CHEMBL3799246,CHEMBL3797017,IC50,91.2,nM,CCOc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,schistosoma_mansoni
CHEMBL4070636,CHEMBL3797017,IC50,1905.46,nM,O=C(CCCCCCC(=O)Nc1cccc(C(=O)O)c1)NO,schistosoma_mansoni
CHEMBL2417780,CHEMBL3797017,IC50,794.33,nM,COC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NO,schistosoma_mansoni
CHEMBL2018302,CHEMBL3797017,IC50,1479.11,nM,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,schistosoma_mansoni
CHEMBL4090055,CHEMBL3797017,IC50,3019.95,nM,O=C(NO)C1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1,schistosoma_mansoni
CHEMBL98,CHEMBL3797017,IC50,1548.82,nM,O=C(CCCCCCC(=O)Nc1ccccc1)NO,schistosoma_mansoni
CHEMBL140000,CHEMBL3797017,IC50,3162.28,nM,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,schistosoma_mansoni
CHEMBL4082625,CHEMBL3797017,IC50,1479.11,nM,C[C@H]1Sc2ccc(C(=O)NO)cc2NC1=O,schistosoma_mansoni
CHEMBL3797314,CHEMBL3797017,IC50,467.74,nM,O=C(NO)c1cccc(NC(=O)c2ccccc2)c1,schistosoma_mansoni
CHEMBL3798613,CHEMBL3797017,IC50,1230.27,nM,O=C1CCSc2ccc(C(=O)NO)cc2N1,schistosoma_mansoni
CHEMBL142988,CHEMBL3797017,IC50,2884.03,nM,CN(C)c1ccc(C(=O)NCc2ccc(C(=O)NO)cc2)cc1,schistosoma_mansoni
CHEMBL2170177,CHEMBL3797017,IC50,93325430.08,nM,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,schistosoma_mansoni
CHEMBL4071111,CHEMBL3797017,IC50,1412.54,nM,Cn1cc(C2=C(c3cn(CCCCCC(=O)NO)c4ccccc34)C(=O)NC2=O)c2ccccc21,schistosoma_mansoni
CHEMBL3798833,CHEMBL3797017,IC50,602.56,nM,Cc1ccc(C(=O)NO)cc1NC1CCCCC1,schistosoma_mansoni
CHEMBL3799434,CHEMBL3797017,IC50,269.15,nM,CCCOc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,schistosoma_mansoni
CHEMBL3800057,CHEMBL3797017,IC50,218.78,nM,CC(C)Oc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,schistosoma_mansoni
CHEMBL3798183,CHEMBL3797017,IC50,95.5,nM,Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc2ccccc2n1,schistosoma_mansoni
CHEMBL3798937,CHEMBL3797017,IC50,691.83,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Cl,schistosoma_mansoni
CHEMBL3797442,CHEMBL3797017,IC50,120.23,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)cc1Cl,schistosoma_mansoni
CHEMBL3797540,CHEMBL3797017,IC50,288.4,nM,COc1ccc(C(=O)NO)cc1NC(=O)c1cccc(-c2ccccc2)c1,schistosoma_mansoni
CHEMBL3798892,CHEMBL3797017,IC50,302.0,nM,CCOc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2OC)cc1,schistosoma_mansoni
CHEMBL3797939,CHEMBL3797017,IC50,380.19,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(OCc3ccccc3)c2)c1,schistosoma_mansoni
CHEMBL3798027,CHEMBL3797017,IC50,398.11,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(Oc3ccccc3)c2)c1,schistosoma_mansoni
CHEMBL3799183,CHEMBL3797017,IC50,977.24,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Oc3ccccc3)cc2)c1,schistosoma_mansoni
CHEMBL3800615,CHEMBL3797017,IC50,234.42,nM,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2)c1,schistosoma_mansoni
CHEMBL3798481,CHEMBL3797017,IC50,8128.31,nM,O=C(NO)c1ccc2ccccc2n1,schistosoma_mansoni
CHEMBL3797516,CHEMBL3797017,IC50,269.15,nM,COc1ccc(C(=O)NO)cc1OCc1ccccc1,schistosoma_mansoni
CHEMBL3800182,CHEMBL3797017,IC50,489.78,nM,COc1ccc(C(=O)NO)cc1S(=O)(=O)Nc1ccc(C)cc1,schistosoma_mansoni
CHEMBL3759982,CHEMBL3797017,IC50,891.25,nM,O=C(CCCCCC(=O)N/N=C/c1ccc(-c2ccccc2)cc1)NO,schistosoma_mansoni
CHEMBL4062336,CHEMBL3797017,IC50,2511.89,nM,CCCCCC(=O)NO,schistosoma_mansoni
CHEMBL4084051,CHEMBL3797017,IC50,5623.41,nM,Cc1ccc(CN(Cc2ccc(C(=O)NO)cc2)S(=O)(=O)c2ccc(F)c(C)c2)cc1,schistosoma_mansoni
CHEMBL4074830,CHEMBL3797017,IC50,12800.0,nM,O=C(CCCNC(=O)C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4061259,CHEMBL3797017,IC50,6530.0,nM,O=C(CCCNC(=O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4081545,CHEMBL3797017,IC50,26340.0,nM,O=C(CCCCN1C(=O)[C@H](CC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)N=C(c2ccccc2)c2ccccc21)NO,schistosoma_mansoni
CHEMBL4070647,CHEMBL3797017,IC50,10300.0,nM,CC(C)(C)Oc1ccc(C[C@@H]2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)cc1,schistosoma_mansoni
CHEMBL4084736,CHEMBL3797017,IC50,20870.0,nM,O=C(CCCCN1C(=O)[C@@H](CS)N=C(c2ccccc2)c2ccccc21)NO,schistosoma_mansoni
CHEMBL13458,CHEMBL3797017,IC50,30000.0,nM,O=C1CN=C(c2ccccc2)c2ccccc2N1,schistosoma_mansoni
CHEMBL396450,CHEMBL3797017,IC50,30000.0,nM,C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL1683689,CHEMBL3797017,IC50,30000.0,nM,CC(C)[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4073906,CHEMBL3797017,IC50,30000.0,nM,CC(C)C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4077570,CHEMBL3797017,IC50,30000.0,nM,CC[C@H](C)[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4060377,CHEMBL3797017,IC50,30000.0,nM,CSCC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4060021,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4070374,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)SC[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4075320,CHEMBL3797017,IC50,30000.0,nM,C[C@@H](OCc1ccccc1)[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4088477,CHEMBL3797017,IC50,30000.0,nM,O=C(C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,schistosoma_mansoni
CHEMBL4079485,CHEMBL3797017,IC50,30000.0,nM,O=C(CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,schistosoma_mansoni
CHEMBL1683686,CHEMBL3797017,IC50,30000.0,nM,O=C1Nc2ccccc2C(c2ccccc2)=N[C@H]1Cc1ccccc1,schistosoma_mansoni
CHEMBL4087361,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)Oc1ccc(C[C@@H]2N=C(c3ccccc3)c3ccccc3NC2=O)cc1,schistosoma_mansoni
CHEMBL4068585,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)n1cc(C[C@@H]2N=C(c3ccccc3)c3ccccc3NC2=O)c2ccccc21,schistosoma_mansoni
CHEMBL4083892,CHEMBL3797017,IC50,30000.0,nM,O=C1Nc2ccccc2C(c2ccccc2)=N[C@H]1Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,schistosoma_mansoni
CHEMBL4067637,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)NCCCC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4065857,CHEMBL3797017,IC50,30000.0,nM,Cc1c(C)c(S(=O)(=O)NC(=N)NCCC[C@@H]2N=C(c3ccccc3)c3ccccc3NC2=O)c(C)c2c1OC(C)(C)C2,schistosoma_mansoni
CHEMBL4086606,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4077515,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4078758,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)C[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4077839,CHEMBL3797017,IC50,30000.0,nM,CC(C)(C)OC(=O)CC[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4100153,CHEMBL3797017,IC50,30000.0,nM,O=C(O)C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4066853,CHEMBL3797017,IC50,30000.0,nM,O=C(O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4061959,CHEMBL3797017,IC50,30000.0,nM,O=C(O)C[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4093433,CHEMBL3797017,IC50,30000.0,nM,O=C(O)CC[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,schistosoma_mansoni
CHEMBL4070583,CHEMBL3797017,IC50,30000.0,nM,O=C(C[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4083112,CHEMBL3797017,IC50,30000.0,nM,O=C(CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4081201,CHEMBL3797017,IC50,30000.0,nM,O=C(C[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4067865,CHEMBL3797017,IC50,30000.0,nM,O=C(CC[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,schistosoma_mansoni
CHEMBL4071590,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)CN=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4065884,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4062964,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](C(C)C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4092549,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](CC(C)C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4066761,CHEMBL3797017,IC50,30000.0,nM,CC[C@H](C)[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)OC)C1=O,schistosoma_mansoni
CHEMBL4081398,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](CCSC)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4063147,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](COC(C)(C)C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4062090,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@@H](CSC(C)(C)C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4068085,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H]([C@@H](C)OCc2ccccc2)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4062188,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](CC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4089001,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](CCC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4070803,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](Cc2ccccc2)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4081114,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](Cc2ccc(OC(C)(C)C)cc2)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
CHEMBL4086527,CHEMBL3797017,IC50,30000.0,nM,COC(=O)CCCCN1C(=O)[C@H](Cc2cc3ccccc3n2C(=O)OC(C)(C)C)N=C(c2ccccc2)c2ccccc21,schistosoma_mansoni
